nivel_ruido,gases_toxicos,horas_turno,iluminacao,epis_usado,setor,clima,risco
,7.2031936546422255,11.0,539.0,sim,montagem,quente,alto
92.0,32.101402375054256,11.0,504.0,não,montagem,frio,alto
,31.59451414633182,7.0,894.0,sim,soldagem,quente,alto
,38.29751693854783,6.0,385.0,não,pintura,moderado,alto
,33.35976381738946,9.0,770.0,não,montagem,,alto
103.0,35.256945270289144,7.0,123.0,não,,quente,
74.0,40.322949372925926,8.0,850.0,não,soldagem,moderado,alto
79.0,37.766052370635265,10.0,278.0,,soldagem,,alto
112.0,34.25202315200564,6.0,959.0,não,montagem,quente,alto
107.0,20.891890755188662,6.0,429.0,sim,montagem,quente,
85.0,6.145478468693555,9.0,209.0,sim,soldagem,moderado,baixo
81.0,15.90143373379862,,960.0,sim,pintura,quente,baixo
70.0,34.995393927158744,10.0,773.0,não,soldagem,,alto
114.0,49.24480880819505,10.0,630.0,não,montagem,frio,alto
87.0,10.304883792286251,7.0,372.0,sim,,quente,baixo
108.0,7.626321641192979,10.0,536.0,não,,frio,alto
86.0,24.3390388842685,8.0,497.0,sim,pintura,moderado,baixo
,40.17704307924925,7.0,622.0,não,pintura,frio,alto
107.0,3.1515335984210138,8.0,729.0,sim,soldagem,moderado,alto
98.0,42.89873094550957,11.0,587.0,não,montagem,quente,alto
87.0,8.835396627082726,8.0,404.0,sim,soldagem,,baixo
119.0,27.222577975148894,6.0,921.0,sim,,moderado,alto
77.0,29.524123273172027,10.0,490.0,sim,montagem,moderado,baixo
119.0,17.057844782714472,10.0,245.0,não,pintura,quente,alto
102.0,26.052437607561046,,622.0,não,pintura,,alto
89.0,19.631982884112396,9.0,588.0,não,soldagem,moderado,alto
73.0,46.11729738244663,10.0,,sim,montagem,moderado,alto
82.0,1.2010638046808964,11.0,845.0,,pintura,frio,alto
107.0,43.413350334165386,7.0,413.0,não,soldagem,quente,alto
97.0,3.8526711798819613,8.0,666.0,não,pintura,quente,alto
79.0,27.208453480302495,,461.0,não,pintura,quente,alto
111.0,49.90613749931633,10.0,661.0,sim,soldagem,,
93.0,10.363566831473058,7.0,798.0,não,montagem,moderado,alto
70.0,21.337290381061024,10.0,626.0,não,soldagem,frio,alto
99.0,22.52296076946616,9.0,454.0,não,soldagem,frio,alto
109.0,33.68036485594727,11.0,999.0,não,montagem,frio,alto
100.0,,9.0,220.0,,soldagem,frio,alto
98.0,41.23512288439875,11.0,291.0,sim,montagem,quente,alto
77.0,10.525466231630176,11.0,838.0,não,montagem,moderado,alto
98.0,49.79073223929079,,273.0,não,montagem,frio,alto
100.0,42.04132126554749,10.0,202.0,não,pintura,quente,alto
91.0,1.6915539636372823,7.0,463.0,não,montagem,,alto
86.0,35.028645136625045,8.0,482.0,sim,soldagem,frio,alto
75.0,7.54484200110821,10.0,481.0,não,pintura,quente,alto
86.0,40.668961987073565,9.0,910.0,sim,montagem,quente,alto
94.0,18.930949852134276,11.0,162.0,sim,pintura,moderado,alto
76.0,12.771785211128522,11.0,319.0,,soldagem,moderado,alto
102.0,4.669783675360217,6.0,827.0,,soldagem,quente,alto
112.0,13.59728737608722,10.0,745.0,sim,pintura,frio,alto
79.0,2.8617677210843073,6.0,641.0,sim,soldagem,moderado,baixo
88.0,49.50420338761734,6.0,453.0,não,montagem,moderado,alto
119.0,13.163077571010279,8.0,476.0,não,pintura,,alto
77.0,15.060401262679168,9.0,808.0,não,montagem,frio,alto
77.0,17.663419334189555,11.0,366.0,sim,pintura,frio,baixo
79.0,21.233331007337437,10.0,940.0,sim,soldagem,quente,baixo
108.0,16.639173288754154,6.0,496.0,sim,montagem,frio,alto
119.0,29.146778619161225,9.0,995.0,sim,,frio,alto
110.0,30.505935557799425,11.0,287.0,não,soldagem,quente,alto
102.0,2.267965687144441,9.0,244.0,não,soldagem,moderado,alto
88.0,28.13549642102851,9.0,977.0,não,pintura,frio,alto
106.0,43.582576036888675,9.0,602.0,sim,pintura,frio,alto
110.0,7.832289544635174,9.0,462.0,sim,pintura,frio,alto
119.0,16.517909352670458,9.0,794.0,sim,soldagem,moderado,alto
85.0,30.35758498470042,7.0,475.0,sim,soldagem,moderado,alto
80.0,31.245283275370134,7.0,747.0,sim,montagem,frio,alto
101.0,3.6989964161009583,9.0,214.0,sim,pintura,moderado,alto
71.0,21.308681120752226,7.0,830.0,sim,montagem,moderado,baixo
,1.8889018770261001,10.0,741.0,não,soldagem,moderado,alto
107.0,46.415741032157456,8.0,502.0,sim,montagem,frio,alto
73.0,33.84874883424462,11.0,606.0,não,pintura,moderado,alto
93.0,4.9910932204112965,7.0,842.0,sim,pintura,moderado,alto
117.0,32.63976392843952,7.0,322.0,sim,pintura,frio,alto
103.0,4.935238648620715,6.0,918.0,não,montagem,quente,alto
71.0,2.815146685869585,8.0,926.0,sim,soldagem,quente,baixo
72.0,10.763492144760479,9.0,633.0,sim,pintura,frio,baixo
102.0,48.645719571849234,,607.0,sim,soldagem,moderado,alto
85.0,28.956713902533675,9.0,750.0,não,pintura,,alto
78.0,16.271170198171063,10.0,561.0,não,pintura,quente,alto
109.0,3.2829682789703387,,115.0,sim,soldagem,,alto
79.0,0.7799663352088038,11.0,577.0,sim,montagem,quente,baixo
93.0,44.70971703061488,8.0,453.0,não,pintura,frio,alto
71.0,24.019481231745214,7.0,345.0,não,montagem,frio,alto
116.0,4.561251888156215,6.0,579.0,sim,montagem,moderado,alto
106.0,27.259623508260557,11.0,217.0,sim,pintura,moderado,alto
110.0,3.261297645196626,7.0,262.0,sim,pintura,quente,alto
92.0,20.26500463011442,10.0,455.0,não,,frio,alto
99.0,45.53898063582623,6.0,445.0,não,montagem,frio,alto
,46.31184399723486,,303.0,não,montagem,quente,alto
116.0,47.62105556875789,7.0,472.0,não,montagem,quente,alto
90.0,7.136742293075743,11.0,747.0,não,soldagem,moderado,alto
92.0,9.168094360521845,6.0,956.0,não,pintura,moderado,
92.0,42.548606958099974,8.0,442.0,,soldagem,frio,alto
71.0,5.125921694698893,7.0,616.0,sim,pintura,quente,baixo
117.0,0.6195404268960369,9.0,496.0,não,soldagem,frio,alto
77.0,34.95328032828595,10.0,755.0,sim,pintura,frio,alto
89.0,22.17977286551348,7.0,597.0,sim,pintura,frio,baixo
82.0,40.17871220965512,9.0,682.0,sim,montagem,moderado,alto
101.0,7.753691072630364,7.0,796.0,não,soldagem,frio,alto
98.0,21.848716870303335,11.0,266.0,sim,soldagem,moderado,alto
100.0,40.83981219374793,10.0,195.0,não,soldagem,moderado,alto
75.0,12.933573276607401,,210.0,não,soldagem,frio,alto
78.0,23.559158616140458,7.0,330.0,não,montagem,quente,alto
74.0,31.109894874179922,7.0,772.0,sim,pintura,quente,alto
82.0,36.001772606455134,8.0,321.0,sim,montagem,quente,alto
93.0,26.118639027056755,10.0,608.0,não,soldagem,frio,alto
92.0,36.145183476024826,8.0,218.0,não,soldagem,quente,alto
86.0,37.64653348081862,8.0,691.0,sim,soldagem,,alto
93.0,41.66736718664693,9.0,521.0,sim,soldagem,frio,alto
105.0,45.40374780574478,10.0,828.0,sim,soldagem,frio,alto
85.0,35.14510764068486,10.0,976.0,sim,montagem,quente,alto
115.0,44.859998117804466,8.0,929.0,não,montagem,frio,alto
118.0,3.0313867706492803,6.0,451.0,sim,pintura,frio,alto
113.0,6.500395729489,9.0,316.0,não,pintura,frio,alto
83.0,20.217035870727457,8.0,,não,pintura,moderado,alto
106.0,8.321033393678784,10.0,594.0,sim,montagem,frio,alto
111.0,16.868983615061513,8.0,967.0,não,soldagem,frio,alto
98.0,44.17939459773289,11.0,779.0,,montagem,quente,alto
112.0,6.133612202297789,11.0,672.0,não,soldagem,moderado,alto
83.0,31.7819157732433,7.0,290.0,não,montagem,moderado,alto
83.0,11.445158241731567,10.0,678.0,,soldagem,moderado,alto
70.0,24.590083600080565,8.0,976.0,não,montagem,quente,alto
96.0,19.798977175803607,9.0,327.0,sim,pintura,frio,alto
119.0,43.22308743367453,8.0,861.0,sim,montagem,quente,alto
75.0,26.94795753051522,6.0,590.0,sim,montagem,moderado,baixo
94.0,41.07688998919425,8.0,657.0,não,soldagem,moderado,alto
73.0,20.70232096848988,9.0,812.0,não,montagem,quente,alto
85.0,33.08505241421852,11.0,181.0,,pintura,moderado,alto
89.0,45.457987209515075,10.0,,,pintura,quente,alto
104.0,7.433109219905859,6.0,605.0,sim,pintura,moderado,alto
79.0,28.011717683036547,,787.0,não,pintura,,alto
76.0,31.602356726274017,8.0,944.0,não,montagem,quente,alto
80.0,30.860626859678046,6.0,730.0,não,montagem,quente,alto
102.0,27.57008247145587,6.0,111.0,não,montagem,quente,alto
,39.72965040538553,10.0,486.0,sim,soldagem,quente,alto
79.0,2.935769754498291,6.0,115.0,sim,montagem,frio,
105.0,33.145795368444524,7.0,771.0,não,pintura,quente,alto
100.0,44.31184627021012,10.0,887.0,,montagem,quente,alto
88.0,45.74491481189567,10.0,198.0,não,montagem,quente,alto
118.0,8.878457288130509,8.0,311.0,não,soldagem,moderado,alto
77.0,30.086951798407114,9.0,897.0,sim,pintura,frio,alto
88.0,14.015495132513367,7.0,287.0,sim,montagem,moderado,baixo
118.0,36.144420283386296,9.0,435.0,sim,pintura,quente,alto
116.0,3.97334952991924,11.0,651.0,não,soldagem,frio,alto
72.0,6.195609759018916,11.0,848.0,não,pintura,frio,alto
72.0,33.626697319863446,10.0,328.0,sim,montagem,quente,alto
119.0,27.401772262849217,7.0,772.0,,soldagem,moderado,alto
102.0,44.799073500392254,8.0,125.0,sim,montagem,quente,alto
90.0,1.4120909303073859,9.0,147.0,sim,pintura,moderado,baixo
102.0,35.077386872217545,8.0,161.0,não,pintura,frio,alto
72.0,35.70922667832877,7.0,896.0,sim,,moderado,alto
97.0,41.461371896891414,6.0,582.0,não,soldagem,frio,alto
90.0,38.528116289656815,7.0,514.0,não,pintura,moderado,alto
102.0,25.94812564719643,7.0,318.0,sim,soldagem,frio,alto
109.0,14.347359919241365,8.0,417.0,sim,montagem,frio,alto
116.0,,8.0,289.0,não,soldagem,moderado,alto
101.0,26.128059295718447,9.0,701.0,sim,montagem,frio,alto
114.0,0.22481264270940993,6.0,863.0,sim,montagem,frio,alto
70.0,4.523758124103939,7.0,637.0,sim,pintura,frio,baixo
99.0,27.114000854704486,6.0,727.0,sim,pintura,,alto
85.0,49.79205649127872,6.0,629.0,sim,pintura,,alto
82.0,18.824657442516617,10.0,272.0,sim,montagem,moderado,baixo
,39.938512980101684,6.0,336.0,não,pintura,moderado,alto
106.0,19.103036097357055,6.0,866.0,,pintura,moderado,alto
82.0,6.222317485968904,8.0,616.0,não,soldagem,moderado,alto
71.0,42.1026625263544,6.0,577.0,não,montagem,moderado,alto
,32.876801333771056,10.0,108.0,não,montagem,moderado,alto
111.0,6.636322891673968,7.0,344.0,não,montagem,quente,alto
,21.80223337136834,6.0,320.0,não,montagem,quente,alto
78.0,11.271228352018841,9.0,546.0,sim,,quente,baixo
114.0,33.337022082890634,9.0,540.0,sim,soldagem,moderado,alto
75.0,23.2269843324612,6.0,414.0,não,montagem,moderado,baixo
88.0,14.922463951910098,7.0,135.0,não,pintura,,alto
86.0,27.825999793585293,11.0,838.0,sim,montagem,frio,baixo
88.0,45.265465864705625,9.0,709.0,não,montagem,quente,alto
110.0,20.758791567241914,11.0,991.0,não,montagem,,alto
,48.29914347196819,,975.0,sim,montagem,quente,alto
102.0,35.58522427279808,8.0,802.0,não,soldagem,quente,alto
70.0,30.130384722349884,9.0,112.0,sim,montagem,frio,alto
97.0,2.987146175555483,9.0,374.0,não,soldagem,quente,alto
,40.50453020037385,6.0,237.0,sim,montagem,moderado,alto
96.0,33.627160184113265,6.0,302.0,não,soldagem,moderado,alto
111.0,6.346226294068385,7.0,135.0,sim,montagem,moderado,alto
95.0,0.5304204629156317,7.0,359.0,sim,pintura,moderado,alto
91.0,46.78497140714441,9.0,456.0,sim,soldagem,quente,alto
102.0,9.922637528636146,7.0,513.0,não,soldagem,quente,alto
103.0,21.09832426485247,7.0,288.0,sim,pintura,moderado,alto
101.0,20.941691733432172,11.0,259.0,não,soldagem,quente,alto
103.0,4.298363376554665,,173.0,sim,pintura,quente,alto
108.0,40.20783938430135,11.0,846.0,sim,soldagem,quente,alto
80.0,30.18308954462059,8.0,400.0,sim,pintura,moderado,alto
75.0,26.754489328644524,8.0,386.0,sim,montagem,quente,baixo
105.0,43.14661099802779,10.0,795.0,não,montagem,frio,alto
87.0,45.51501866421274,,846.0,sim,soldagem,moderado,alto
79.0,6.433282216498137,7.0,332.0,sim,pintura,frio,baixo
103.0,34.37989119959299,9.0,397.0,não,montagem,moderado,alto
103.0,13.414672900088359,11.0,186.0,não,montagem,moderado,alto
91.0,39.02094009493051,,475.0,sim,soldagem,quente,alto
92.0,5.839452388041106,7.0,174.0,não,,quente,alto
119.0,9.399652247842589,6.0,112.0,sim,pintura,frio,alto
101.0,10.648919558135988,8.0,152.0,sim,soldagem,moderado,alto
80.0,31.15072933877797,11.0,211.0,sim,pintura,quente,alto
72.0,33.398540022049296,10.0,281.0,sim,pintura,frio,alto
112.0,45.929087048077086,,398.0,não,montagem,frio,alto
110.0,3.706351259250601,10.0,891.0,sim,soldagem,moderado,alto
80.0,34.211324808882495,8.0,975.0,não,montagem,frio,alto
91.0,0.6245724479846504,10.0,836.0,sim,soldagem,quente,alto
92.0,25.465186286797493,7.0,246.0,sim,,quente,alto
94.0,23.024511714241346,8.0,522.0,sim,montagem,quente,alto
119.0,2.252062854415793,,504.0,,pintura,moderado,alto
111.0,9.340186562994818,9.0,530.0,sim,pintura,moderado,alto
87.0,40.09000592268665,10.0,237.0,não,pintura,moderado,alto
99.0,15.203851854253974,7.0,595.0,não,pintura,moderado,alto
93.0,24.104096341264103,11.0,158.0,não,soldagem,frio,alto
70.0,19.713458750021136,10.0,960.0,sim,soldagem,quente,baixo
101.0,9.280848201495202,7.0,396.0,sim,montagem,moderado,alto
81.0,47.04900066971537,6.0,225.0,sim,soldagem,quente,alto
103.0,2.647870025706489,10.0,902.0,sim,montagem,moderado,alto
89.0,23.111381974331856,8.0,,não,montagem,frio,alto
109.0,16.817559130770277,9.0,966.0,sim,,moderado,alto
106.0,33.33739803154336,10.0,389.0,,montagem,quente,alto
102.0,32.34963421783964,8.0,328.0,sim,soldagem,quente,alto
97.0,34.83505998342434,8.0,143.0,não,pintura,quente,alto
111.0,24.958974076614325,9.0,348.0,sim,soldagem,moderado,alto
81.0,5.533611119574422,6.0,689.0,,pintura,quente,baixo
94.0,25.163110446708618,6.0,233.0,sim,montagem,frio,alto
84.0,,8.0,888.0,não,pintura,moderado,alto
115.0,16.438191530264888,6.0,693.0,não,soldagem,quente,
119.0,44.307803968562055,10.0,224.0,sim,pintura,quente,alto
92.0,35.142152957824976,7.0,730.0,sim,pintura,quente,alto
102.0,47.42564821029996,6.0,355.0,sim,soldagem,quente,alto
115.0,24.40645339686206,7.0,426.0,sim,pintura,moderado,alto
102.0,13.942989490411211,7.0,586.0,sim,soldagem,,alto
72.0,3.661629282807266,8.0,411.0,sim,pintura,,baixo
109.0,0.40919991179837467,,969.0,sim,soldagem,frio,alto
90.0,45.20937313877303,7.0,764.0,não,,moderado,alto
71.0,28.22090003657221,6.0,,sim,montagem,frio,baixo
119.0,5.369029261071823,8.0,215.0,sim,pintura,frio,alto
106.0,17.556216437939163,10.0,706.0,sim,soldagem,quente,alto
81.0,29.266627189259115,8.0,919.0,sim,soldagem,frio,baixo
87.0,46.102338487858,7.0,,não,montagem,moderado,alto
104.0,37.06163874327549,8.0,541.0,sim,pintura,moderado,alto
79.0,20.93975133132478,6.0,346.0,sim,montagem,moderado,baixo
91.0,1.9898939442562824,10.0,699.0,não,pintura,quente,alto
99.0,32.07358768853622,10.0,835.0,sim,pintura,frio,alto
84.0,18.221870699895987,10.0,322.0,não,,quente,alto
101.0,3.499779913493822,10.0,531.0,sim,pintura,quente,alto
117.0,41.51851234221104,11.0,355.0,não,montagem,moderado,alto
113.0,46.825326403650394,11.0,768.0,não,pintura,quente,alto
110.0,26.301928821463434,10.0,791.0,sim,pintura,quente,alto
108.0,5.797992790081935,11.0,837.0,não,soldagem,quente,alto
98.0,,9.0,216.0,sim,pintura,moderado,alto
102.0,3.8616140837020305,,935.0,não,soldagem,moderado,alto
97.0,40.093076033908346,6.0,,não,soldagem,moderado,alto
71.0,27.05554956921654,10.0,853.0,sim,pintura,moderado,baixo
110.0,19.66843524761425,7.0,524.0,não,pintura,quente,
114.0,36.494542411455285,9.0,383.0,sim,montagem,moderado,alto
116.0,41.84635583833434,10.0,504.0,não,pintura,quente,alto
83.0,39.14594778779024,8.0,101.0,não,montagem,frio,alto
115.0,41.055818649163086,7.0,978.0,não,pintura,quente,alto
92.0,43.39650003167666,11.0,409.0,sim,montagem,frio,alto
80.0,23.415967078006062,10.0,825.0,não,,moderado,alto
75.0,32.96384446559138,7.0,243.0,não,soldagem,moderado,alto
109.0,29.522135164717238,8.0,137.0,sim,soldagem,quente,alto
77.0,6.39302912107479,9.0,655.0,sim,montagem,quente,baixo
118.0,11.949759721574344,10.0,873.0,não,,quente,alto
82.0,8.58936352515095,11.0,993.0,não,montagem,quente,alto
108.0,32.45768978023908,10.0,436.0,sim,montagem,quente,alto
109.0,43.16157245116189,6.0,372.0,sim,soldagem,frio,alto
115.0,37.91727250530801,8.0,791.0,sim,montagem,quente,alto
87.0,18.86120336312276,6.0,702.0,não,montagem,quente,
97.0,32.905724380645495,9.0,233.0,não,soldagem,quente,
113.0,20.49766492952451,11.0,103.0,não,soldagem,frio,alto
91.0,13.724560013566562,11.0,935.0,sim,pintura,moderado,alto
73.0,44.67732163772594,6.0,826.0,sim,montagem,frio,alto
112.0,10.235435485530802,6.0,480.0,sim,pintura,quente,alto
103.0,31.721174307175726,10.0,406.0,sim,pintura,,alto
82.0,,,955.0,sim,soldagem,moderado,alto
71.0,30.927334266512613,6.0,936.0,sim,montagem,moderado,alto
71.0,6.005165259626044,10.0,775.0,sim,pintura,quente,baixo
117.0,13.480424026387217,7.0,486.0,sim,soldagem,frio,alto
87.0,0.7290228650842001,11.0,923.0,não,montagem,moderado,alto
76.0,37.93412747031671,6.0,584.0,não,montagem,moderado,alto
94.0,9.253641132170376,6.0,336.0,não,pintura,,alto
111.0,42.81041319233905,6.0,158.0,sim,soldagem,moderado,alto
81.0,8.273088056138334,11.0,,não,soldagem,frio,alto
94.0,18.590507227438646,8.0,544.0,,montagem,,alto
107.0,7.108377403584182,6.0,499.0,não,,moderado,alto
,26.637230575644576,6.0,277.0,não,pintura,frio,alto
72.0,29.68948766967409,11.0,903.0,não,pintura,moderado,alto
97.0,11.424744181934921,8.0,299.0,não,pintura,moderado,alto
108.0,20.36347806126798,8.0,,sim,pintura,moderado,alto
116.0,,9.0,604.0,sim,montagem,moderado,alto
80.0,39.39147285649051,10.0,290.0,sim,montagem,moderado,alto
109.0,39.32815272839555,7.0,704.0,não,montagem,quente,alto
78.0,12.923927648622035,7.0,827.0,não,montagem,quente,alto
83.0,13.211560768081554,10.0,988.0,sim,montagem,quente,
89.0,30.48260360874348,6.0,645.0,não,montagem,quente,alto
106.0,30.449686190138564,7.0,142.0,sim,montagem,moderado,alto
102.0,36.66627275671114,11.0,994.0,não,pintura,frio,alto
90.0,4.82642071021091,7.0,199.0,sim,pintura,frio,baixo
79.0,33.600948597942846,8.0,223.0,sim,montagem,moderado,alto
112.0,36.77547002654464,9.0,618.0,sim,montagem,frio,alto
97.0,13.94515568942462,9.0,945.0,não,montagem,moderado,alto
87.0,12.909056682434938,11.0,506.0,não,pintura,quente,alto
74.0,33.230942791986315,9.0,462.0,não,soldagem,quente,alto
,5.82904232818583,8.0,985.0,não,montagem,moderado,alto
113.0,27.078919127265326,6.0,927.0,sim,montagem,moderado,alto
103.0,25.094133189946888,8.0,937.0,sim,montagem,frio,alto
106.0,33.627556910566895,7.0,292.0,não,soldagem,quente,alto
110.0,30.308391049962545,7.0,200.0,sim,pintura,quente,alto
95.0,40.71763368384001,10.0,207.0,não,soldagem,moderado,alto
102.0,3.043421512094185,11.0,245.0,sim,soldagem,quente,alto
,32.33293365243563,9.0,327.0,sim,montagem,frio,alto
105.0,35.881034420933666,7.0,803.0,sim,pintura,moderado,alto
82.0,39.623143996237985,8.0,477.0,não,montagem,frio,alto
110.0,18.508897177747446,11.0,702.0,não,montagem,moderado,alto
,14.622679152915886,11.0,127.0,sim,pintura,frio,alto
112.0,33.23031031850387,8.0,178.0,sim,pintura,frio,alto
92.0,25.75173910220213,10.0,740.0,sim,soldagem,frio,alto
70.0,18.816461556162622,10.0,517.0,sim,montagem,quente,baixo
103.0,37.253740724865246,10.0,791.0,sim,pintura,frio,alto
109.0,24.054061396970795,10.0,295.0,não,montagem,moderado,alto
108.0,22.89815915363629,10.0,910.0,não,soldagem,moderado,alto
98.0,17.926633633919746,10.0,631.0,não,montagem,quente,alto
89.0,2.4535789411976374,10.0,876.0,não,pintura,quente,alto
86.0,41.67918558812256,10.0,425.0,sim,soldagem,quente,alto
83.0,17.137153519601668,10.0,541.0,não,pintura,moderado,alto
,21.828252376035667,10.0,471.0,sim,soldagem,quente,alto
106.0,5.904147100893503,9.0,470.0,,pintura,moderado,alto
90.0,30.686707999355896,11.0,268.0,sim,pintura,quente,alto
110.0,29.726943115167824,7.0,376.0,não,pintura,moderado,alto
104.0,15.214510447410989,10.0,203.0,não,montagem,frio,alto
74.0,17.907943282619403,8.0,932.0,não,pintura,moderado,alto
111.0,37.458286792568785,8.0,783.0,não,soldagem,quente,alto
96.0,26.716061929609335,7.0,263.0,sim,soldagem,quente,alto
,12.505263928598403,8.0,971.0,não,montagem,quente,alto
90.0,28.186461045070725,10.0,117.0,sim,soldagem,moderado,baixo
106.0,43.74806104519632,10.0,911.0,sim,pintura,quente,alto
103.0,49.83276157719313,11.0,971.0,não,pintura,frio,alto
104.0,4.528965979674088,10.0,364.0,,soldagem,frio,alto
81.0,22.38676432309779,7.0,850.0,sim,soldagem,moderado,baixo
102.0,22.34533727211696,7.0,568.0,sim,soldagem,quente,alto
80.0,47.191253862040014,9.0,876.0,sim,montagem,moderado,alto
73.0,46.01425770189185,11.0,,sim,soldagem,frio,alto
,22.463960566604925,10.0,687.0,não,,frio,alto
90.0,13.41095593759502,11.0,223.0,não,pintura,quente,alto
72.0,32.242805711613634,6.0,328.0,não,pintura,frio,alto
93.0,6.027258776579137,8.0,,não,pintura,frio,alto
70.0,10.173172391624707,9.0,797.0,sim,,frio,baixo
70.0,41.1005265708342,10.0,688.0,não,soldagem,quente,alto
106.0,41.880824440639195,8.0,518.0,sim,pintura,quente,alto
119.0,45.235865214545655,6.0,,sim,pintura,moderado,alto
113.0,37.27931760457354,6.0,602.0,sim,pintura,moderado,alto
77.0,8.343872965049403,10.0,,sim,pintura,frio,baixo
